Count_10,Count_20,Count_30,Count_40,Count_50,Count_60,Count_70,Count_80,Count_90,Count_95,Count_100,Percentage_Tree_Cover,Percentage_Shrubland,Percentage_Grassland,Percentage_Cropland,Percentage_Built-up,Percentage_Bare_Sparse_Vegetation,Percentage_Snow_and_Ice,Percentage_Permanent_Water_body,Percentage_Herbaceous_Wetland,Percentage_Mangrove,Percentage_Moss_and_Lichen,Name,DESIG,GIS_AREA,GOV_TYPE,MANG_AUTH_SUB_LOC,Total Valid Pixel Count,Descripcion_esp,Description_eng,Description_fr
3403128,109303,837392,1246537,95113,16327,0,203,0,0,0,59.62029101946863,1.9149078933560475,14.67048983681333,21.838408283947995,1.6663095657097586,0.2860369905201521,0.0,0.0035564101840871,0.0,0.0,0.0,La Montaña Malinche o Matlalcuéyatl,Parque Nacional,462.771087788876,Federal or national ministry or agency,,5708003,"El Parque Nacional La Montaña Malinche o Matlalcuéyatl, con una extensión de 462.77 km², se ubica en la región central de México. Este volcán inactivo alcanza una altura significativa y presenta una cobertura predominantemente forestal, con un 59.62% de bosque, complementado por pastizales (14.67%) y áreas agrícolas (21.84%). Su vegetación característica incluye bosques de pino-encino en diferentes estados de conservación.

Las principales problemáticas incluyen la presión por actividades agrícolas que ocupan más del 21% de su superficie, así como la expansión urbana que representa el 1.67% del área. Se observa una degradación gradual de las zonas boscosas debido a la tala ilegal y el cambio de uso de suelo, requiriendo acciones urgentes de conservación y restauración ecológica.","La Montaña Malinche or Matlalcuéyatl National Park, covering 462.77 km², is located in central Mexico. This inactive volcano reaches a significant height and features predominantly forest coverage, with 59.62% forest cover, complemented by grasslands (14.67%) and agricultural areas (21.84%). Its characteristic vegetation includes pine-oak forests in various states of conservation.

The main challenges include pressure from agricultural activities occupying more than 21% of its surface, as well as urban expansion representing 1.67% of the area. There is a gradual degradation of forested areas due to illegal logging and land-use change, requiring urgent conservation and ecological restoration actions.","Le Parc National La Montaña Malinche ou Matlalcuéyatl, d'une superficie de 462,77 km², est situé dans le centre du Mexique. Ce volcan inactif atteint une hauteur importante et présente une couverture principalement forestière, avec 59,62% de forêts, complétée par des prairies (14,67%) et des zones agricoles (21,84%). Sa végétation caractéristique comprend des forêts de pins et de chênes à différents stades de conservation.

Les principaux défis comprennent la pression des activités agricoles occupant plus de 21% de sa surface, ainsi que l'expansion urbaine représentant 1,67% de la zone. On observe une dégradation progressive des zones forestières due à l'exploitation forestière illégale et au changement d'utilisation des terres, nécessitant des actions urgentes de conservation et de restauration écologique."
3526723,7745,806947,7224,7480,570945,3460,539,10,0,0,71.5203972847289,0.1570652067004483,16.364531614113194,0.1464995549650147,0.1516911228043065,11.578514453142349,0.0701672840779278,0.0109306838491338,0.0002027956187223,0.0,0.0,Iztaccíhuatl-Popocatépetl,Parque Nacional,399.704827636888,Federal or national ministry or agency,,4931073,"El Parque Nacional Iztaccíhuatl-Popocatépetl abarca 399.70 km² en el centro de México, destacando por sus dos volcanes emblemáticos. El área presenta una notable cobertura forestal del 71.52%, seguida por pastizales (16.36%) y zonas de suelo desnudo o vegetación escasa (11.58%). La presencia de nieves perpetuas (0.07%) en las cumbres más altas constituye un rasgo distintivo del parque.

El parque enfrenta desafíos significativos relacionados con la pérdida de glaciares debido al cambio climático y la presión turística en zonas sensibles. La vegetación de alta montaña muestra signos de estrés por factores climáticos y antropogénicos, aunque mantiene un buen estado de conservación general con mínima presencia de actividades agrícolas (0.15%).","Iztaccíhuatl-Popocatépetl National Park covers 399.70 km² in central Mexico, featuring its two iconic volcanoes. The area shows remarkable forest coverage of 71.52%, followed by grasslands (16.36%) and areas of bare soil or sparse vegetation (11.58%). The presence of permanent snow (0.07%) on the highest peaks is a distinctive feature of the park.

The park faces significant challenges related to glacier loss due to climate change and tourism pressure in sensitive areas. High mountain vegetation shows signs of stress from climatic and anthropogenic factors, although it maintains a good overall conservation status with minimal agricultural activities (0.15%).","Le Parc National Iztaccíhuatl-Popocatépetl s'étend sur 399,70 km² dans le centre du Mexique, caractérisé par ses deux volcans emblématiques. La zone présente une remarquable couverture forestière de 71,52%, suivie par des prairies (16,36%) et des zones de sol nu ou de végétation clairsemée (11,58%). La présence de neiges éternelles (0,07%) sur les plus hauts sommets constitue une caractéristique distinctive du parc.

Le parc fait face à des défis importants liés à la perte des glaciers due au changement climatique et à la pression touristique dans les zones sensibles. La végétation de haute montagne montre des signes de stress dus aux facteurs climatiques et anthropiques, bien qu'elle maintienne un bon état général de conservation avec une présence minimale d'activités agricoles (0,15%)."
1012469,28188,826682,62667,1259,480367,28198,515,0,0,0,41.488764908240434,1.1550825805367684,33.87562004552635,2.567956579909808,0.0515910660173049,19.68438888763679,1.1554923586624022,0.0211035734701445,0.0,0.0,0.0,Pico de Orizaba,Parque Nacional,198.046826455158,Federal or national ministry or agency,,2440345,"El Parque Nacional Pico de Orizaba, con una extensión de 198.05 km², alberga el volcán más alto de México. El parque presenta una diversidad de ecosistemas con un 41.49% de cobertura forestal, 33.88% de pastizales y un significativo 19.68% de suelo con vegetación escasa. La presencia de nieves perpetuas (1.16%) en su cima es un rasgo distintivo que lo convierte en un punto de referencia geográfico y climático importante.

Las principales problemáticas incluyen la presión por actividades agrícolas que ocupan el 2.57% del área, y el impacto del cambio climático en sus glaciares. La degradación de la vegetación de alta montaña y la pérdida gradual de la masa glaciar representan desafíos críticos para su conservación, requiriendo estrategias específicas de protección y monitoreo.","Pico de Orizaba National Park, covering 198.05 km², is home to Mexico's highest volcano. The park features diverse ecosystems with 41.49% forest coverage, 33.88% grasslands, and a significant 19.68% of sparse vegetation areas. The presence of permanent snow (1.16%) at its summit is a distinctive feature that makes it an important geographic and climatic reference point.

The main challenges include pressure from agricultural activities occupying 2.57% of the area, and the impact of climate change on its glaciers. The degradation of high mountain vegetation and the gradual loss of glacier mass represent critical conservation challenges, requiring specific protection and monitoring strategies.","Le Parc National Pico de Orizaba, d'une superficie de 198,05 km², abrite le plus haut volcan du Mexique. Le parc présente des écosystèmes diversifiés avec 41,49% de couverture forestière, 33,88% de prairies et 19,68% de zones à végétation clairsemée. La présence de neiges éternelles (1,16%) à son sommet est une caractéristique distinctive qui en fait un point de référence géographique et climatique important.

Les principaux défis comprennent la pression des activités agricoles occupant 2,57% de la zone, et l'impact du changement climatique sur ses glaciers. La dégradation de la végétation de haute montagne et la perte graduelle de la masse glaciaire représentent des défis critiques pour sa conservation, nécessitant des stratégies spécifiques de protection et de surveillance."
783673,327,339997,650936,24125,1257,0,9032,0,0,0,43.3124768217484,0.0180728185361901,18.791143987305915,35.97629421001057,1.3333539669284002,0.0694725776758134,0.0,0.4991856177947071,0.0,0.0,0.0,Bosencheve,Parque Nacional,146.499066488126,Federal or national ministry or agency,,1809347,"El Parque Nacional Bosencheve se extiende por 146.50 km² en una región de importante valor ecológico. Su cobertura vegetal está dominada por bosques que ocupan el 43.31% del área, complementada por pastizales naturales (18.79%) y una significativa presencia de zonas agrícolas (35.98%). El parque mantiene importantes recursos hídricos, evidenciados por la presencia de cuerpos de agua que representan el 0.50% de su superficie.

La principal problemática del parque es la extensa actividad agrícola que ocupa más de un tercio de su superficie, lo que genera presión sobre los ecosistemas naturales. La expansión urbana, aunque limitada (1.33%), representa una amenaza creciente que requiere atención para mantener la integridad ecológica del área protegida.","Bosencheve National Park extends over 146.50 km² in a region of significant ecological value. Its vegetation cover is dominated by forests occupying 43.31% of the area, complemented by natural grasslands (18.79%) and a significant presence of agricultural zones (35.98%). The park maintains important water resources, evidenced by the presence of water bodies representing 0.50% of its surface.

The park's main challenge is the extensive agricultural activity occupying more than a third of its surface, which creates pressure on natural ecosystems. Urban expansion, although limited (1.33%), represents a growing threat that requires attention to maintain the ecological integrity of the protected area.","Le Parc National Bosencheve s'étend sur 146,50 km² dans une région d'importante valeur écologique. Sa couverture végétale est dominée par des forêts occupant 43,31% de la zone, complétée par des prairies naturelles (18,79%) et une présence significative de zones agricoles (35,98%). Le parc maintient d'importantes ressources hydriques, comme en témoigne la présence de plans d'eau représentant 0,50% de sa surface.

Le principal défi du parc est l'activité agricole extensive qui occupe plus d'un tiers de sa surface, créant une pression sur les écosystèmes naturels. L'expansion urbaine, bien que limitée (1,33%), représente une menace croissante qui nécessite une attention particulière pour maintenir l'intégrité écologique de la zone protégée."
919737,8599,324029,154725,11577,9627,0,430,0,0,0,64.37471478046145,0.6018657207410248,22.67960781788505,10.829593399424942,0.8103034595905158,0.6738180362337303,0.0,0.0300967856632911,0.0,0.0,0.0,Cofre de Perote o Nauhcampatépetl,Parque Nacional,115.637623439783,Federal or national ministry or agency,,1428724,"El Parque Nacional Cofre de Perote o Nauhcampatépetl abarca 115.64 km² en una zona montañosa de gran importancia ecológica. El área se caracteriza por su notable cobertura forestal que alcanza el 64.37% de su superficie, complementada por extensos pastizales (22.68%) que contribuyen a su diversidad ecosistémica. La presencia limitada de cuerpos de agua (0.03%) y áreas urbanas (0.81%) mantiene el carácter predominantemente natural del parque.

El parque enfrenta desafíos relacionados con la presión agrícola, aunque moderada (10.83%), y la presencia de áreas con vegetación escasa (0.67%). La conservación de sus bosques es crucial debido a su papel en la captación de agua y como hábitat de especies endémicas. El manejo sostenible de las actividades turísticas y la prevención de la expansión agrícola son prioridades para su conservación.","Cofre de Perote or Nauhcampatépetl National Park covers 115.64 km² in a mountainous area of great ecological importance. The area is characterized by its remarkable forest coverage reaching 64.37% of its surface, complemented by extensive grasslands (22.68%) that contribute to its ecosystem diversity. The limited presence of water bodies (0.03%) and urban areas (0.81%) maintains the predominantly natural character of the park.

The park faces challenges related to agricultural pressure, although moderate (10.83%), and the presence of areas with sparse vegetation (0.67%). The conservation of its forests is crucial due to their role in water capture and as habitat for endemic species. Sustainable management of tourist activities and prevention of agricultural expansion are priorities for its conservation.","Le Parc National Cofre de Perote ou Nauhcampatépetl s'étend sur 115,64 km² dans une zone montagneuse d'une grande importance écologique. La zone est caractérisée par sa remarquable couverture forestière atteignant 64,37% de sa surface, complétée par de vastes prairies (22,68%) qui contribuent à sa diversité écosystémique. La présence limitée de plans d'eau (0,03%) et de zones urbaines (0,81%) maintient le caractère principalement naturel du parc.

Le parc fait face à des défis liés à la pression agricole, bien que modérée (10,83%), et à la présence de zones à végétation clairsemée (0,67%). La conservation de ses forêts est cruciale en raison de leur rôle dans la captation d'eau et comme habitat d'espèces endémiques. La gestion durable des activités touristiques et la prévention de l'expansion agricole sont des priorités pour sa conservation."
672793,15902,301630,54662,10920,32285,0,367711,5362,350239,0,37.14002287601904,0.8778341091159612,16.65080507688639,3.017492646993879,0.6028140153154506,1.782220740335103,0.0,20.298657910774693,0.2959971382895097,19.33415548626997,0.0,Lagunas de Chacahua,Parque Nacional,149.520192844667,Federal or national ministry or agency,,1811504,"El Parque Nacional Lagunas de Chacahua abarca 149.52 km² en la costa de Oaxaca, destacando por su diversidad de ecosistemas acuáticos y terrestres. La cobertura vegetal incluye 37.14% de bosques, complementada por una extensa zona de cuerpos de agua (20.30%) y una significativa presencia de manglares (19.33%). Esta combinación de ecosistemas costeros y terrestres crea un mosaico ecológico único.

Las principales problemáticas incluyen la presión sobre los manglares, la modificación de los flujos hídricos naturales y el desarrollo turístico no regulado. La conservación de los sistemas lagunares y la protección de los manglares son cruciales para mantener los servicios ecosistémicos y la biodiversidad local.","Lagunas de Chacahua National Park covers 149.52 km² along the Oaxaca coast, notable for its diversity of aquatic and terrestrial ecosystems. The vegetation coverage includes 37.14% forests, complemented by extensive water bodies (20.30%) and significant mangrove presence (19.33%). This combination of coastal and terrestrial ecosystems creates a unique ecological mosaic.

The main challenges include pressure on mangroves, modification of natural water flows, and unregulated tourism development. The conservation of lagoon systems and protection of mangroves are crucial for maintaining ecosystem services and local biodiversity.","Le Parc National Lagunas de Chacahua s'étend sur 149,52 km² le long de la côte d'Oaxaca, remarquable pour sa diversité d'écosystèmes aquatiques et terrestres. La couverture végétale comprend 37,14% de forêts, complétée par une vaste zone de plans d'eau (20,30%) et une présence importante de mangroves (19,33%). Cette combinaison d'écosystèmes côtiers et terrestres crée une mosaïque écologique unique.

Les principaux défis comprennent la pression sur les mangroves, la modification des flux d'eau naturels et le développement touristique non réglementé. La conservation des systèmes lagunaires et la protection des mangroves sont cruciales pour maintenir les services écosystémiques et la biodiversité locale."
597362,949,49683,7290,5754,299,0,118704,10,0,0,76.57986464987546,0.1216587120585705,6.369198936992582,0.9345542791432868,0.7376440771180346,0.0383308270869468,0.0,15.217466550264025,0.0012819674611019,0.0,0.0,Lagunas de Montebello,Parque Nacional,64.349626379712,Federal or national ministry or agency,,780051,"El Parque Nacional Lagunas de Montebello se extiende por 64.35 km² en Chiapas, caracterizado por su sistema de lagos multicolores. Presenta una notable cobertura forestal del 76.58% y un significativo sistema de cuerpos de agua que ocupa el 15.22% de su superficie. Los pastizales naturales (6.37%) complementan este paisaje único de lagos cársticos.

El parque enfrenta desafíos relacionados con la calidad del agua de sus lagos, la deforestación en zonas aledañas y la presión turística creciente. La conservación de los sistemas acuáticos y la regulación del turismo son prioritarias para mantener la integridad ecológica de este singular sistema lacustre.","Lagunas de Montebello National Park extends over 64.35 km² in Chiapas, characterized by its system of multicolored lakes. It features remarkable forest coverage of 76.58% and a significant water body system occupying 15.22% of its surface. Natural grasslands (6.37%) complement this unique landscape of karstic lakes.

The park faces challenges related to water quality in its lakes, deforestation in surrounding areas, and increasing tourism pressure. Conservation of aquatic systems and tourism regulation are priorities for maintaining the ecological integrity of this unique lake system.","Le Parc National Lagunas de Montebello s'étend sur 64,35 km² au Chiapas, caractérisé par son système de lacs multicolores. Il présente une remarquable couverture forestière de 76,58% et un important système de plans d'eau occupant 15,22% de sa surface. Les prairies naturelles (6,37%) complètent ce paysage unique de lacs karstiques.

Le parc fait face à des défis liés à la qualité de l'eau de ses lacs, à la déforestation dans les zones environnantes et à la pression touristique croissante. La conservation des systèmes aquatiques et la régulation du tourisme sont prioritaires pour maintenir l'intégrité écologique de ce système lacustre unique."
58308,527754,51201,678,92,50901,0,161,0,0,0,8.461532880081847,76.58653741501534,7.430180163838078,0.098389917210254,0.0133508442232203,7.38664480224062,0.0,0.0233639773906355,0.0,0.0,0.0,Constitución de 1857,Parque Nacional,50.144399390135,Federal or national ministry or agency,,689095,"El Parque Nacional Constitución de 1857 abarca 50.14 km² en Baja California, destacando por su paisaje semiárido y montañoso. La vegetación está dominada por matorrales (76.59%) y pastizales (7.43%), con una presencia menor pero significativa de bosques (8.46%). Esta distribución refleja las condiciones áridas características de la región.

Los principales desafíos incluyen la gestión de las áreas de vegetación escasa (7.39%) y la conservación de los escasos recursos hídricos. La protección de la biodiversidad adaptada a condiciones áridas y el manejo sostenible de los recursos naturales son fundamentales para su conservación.","Constitución de 1857 National Park covers 50.14 km² in Baja California, notable for its semi-arid and mountainous landscape. The vegetation is dominated by shrubland (76.59%) and grasslands (7.43%), with a smaller but significant presence of forests (8.46%). This distribution reflects the characteristic arid conditions of the region.

The main challenges include managing areas of sparse vegetation (7.39%) and conserving scarce water resources. The protection of biodiversity adapted to arid conditions and sustainable management of natural resources are fundamental for its conservation.","Le Parc National Constitución de 1857 s'étend sur 50,14 km² en Basse-Californie, remarquable pour son paysage semi-aride et montagneux. La végétation est dominée par des zones arbustives (76,59%) et des prairies (7,43%), avec une présence moindre mais significative de forêts (8,46%). Cette distribution reflète les conditions arides caractéristiques de la région.

Les principaux défis comprennent la gestion des zones à végétation clairsemée (7,39%) et la conservation des ressources hydriques limitées. La protection de la biodiversité adaptée aux conditions arides et la gestion durable des ressources naturelles sont fondamentales pour sa conservation."
541765,566,17171,2361,101,6,0,1484,33,0,0,96.14507521912662,0.1004459730215604,3.0472752698820025,0.4189981312789825,0.0179241047264621,0.0010647983005819,0.0,0.263360113010593,0.0058563906532005,0.0,0.0,Lagunas de Zempoala,Parque Nacional,45.7256695510775,Federal or national ministry or agency,,563487,"El Parque Nacional Lagunas de Zempoala comprende 45.73 km² de territorio montañoso en el centro de México. Destaca por su extraordinaria cobertura forestal que alcanza el 96.15% de su superficie, complementada por pastizales naturales (3.05%) y pequeños cuerpos de agua (0.26%). Este parque representa uno de los ecosistemas forestales mejor conservados de la región central.

El parque enfrenta desafíos principalmente relacionados con la presión turística y la conservación de sus sistemas lacustres. La limitada presencia de actividades agrícolas (0.42%) y desarrollo urbano (0.02%) ha permitido mantener un alto grado de conservación, aunque requiere una gestión continua para preservar su integridad ecológica.","Lagunas de Zempoala National Park comprises 45.73 km² of mountainous territory in central Mexico. It stands out for its extraordinary forest coverage reaching 96.15% of its surface, complemented by natural grasslands (3.05%) and small water bodies (0.26%). This park represents one of the best-preserved forest ecosystems in the central region.

The park faces challenges mainly related to tourism pressure and the conservation of its lake systems. The limited presence of agricultural activities (0.42%) and urban development (0.02%) has allowed maintaining a high degree of conservation, although it requires continuous management to preserve its ecological integrity.","Le Parc National Lagunas de Zempoala comprend 45,73 km² de territoire montagneux dans le centre du Mexique. Il se distingue par sa couverture forestière extraordinaire atteignant 96,15% de sa surface, complétée par des prairies naturelles (3,05%) et de petits plans d'eau (0,26%). Ce parc représente l'un des écosystèmes forestiers les mieux préservés de la région centrale.

Le parc fait face à des défis principalement liés à la pression touristique et à la conservation de ses systèmes lacustres. La présence limitée d'activités agricoles (0,42%) et de développement urbain (0,02%) a permis de maintenir un haut degré de conservation, bien qu'il nécessite une gestion continue pour préserver son intégrité écologique."
327541,6634,3158,605,2733,50,0,540,0,0,0,95.97961677425782,1.943966641368337,0.9253914159543576,0.1772836626511673,0.8008533058275045,0.014651542367865,0.0,0.1582366575729427,0.0,0.0,0.0,El Chico,Parque Nacional,27.4973891275028,Federal or national ministry or agency,,341261,"El Parque Nacional El Chico se extiende por 27.50 km² en el estado de Hidalgo, destacando por su excepcional cobertura forestal que alcanza el 95.98% de su superficie. Los pastizales naturales ocupan un modesto 0.93%, mientras que las áreas con vegetación arbustiva representan el 1.94%. Esta distribución refleja un ecosistema forestal altamente conservado en la región central de México.

Las principales problemáticas incluyen la presión turística y el desarrollo urbano limitado (0.80%). A pesar de su relativamente pequeña extensión, el parque mantiene una importante función como reservorio de biodiversidad y proveedor de servicios ecosistémicos, especialmente en la captación de agua y la regulación climática local.","El Chico National Park extends over 27.50 km² in the state of Hidalgo, notable for its exceptional forest coverage reaching 95.98% of its surface. Natural grasslands occupy a modest 0.93%, while shrubland areas represent 1.94%. This distribution reflects a highly preserved forest ecosystem in central Mexico.

The main challenges include tourism pressure and limited urban development (0.80%). Despite its relatively small size, the park maintains an important function as a biodiversity reservoir and ecosystem services provider, especially in water catchment and local climate regulation.","Le Parc National El Chico s'étend sur 27,50 km² dans l'état d'Hidalgo, remarquable pour sa couverture forestière exceptionnelle atteignant 95,98% de sa surface. Les prairies naturelles occupent un modeste 0,93%, tandis que les zones arbustives représentent 1,94%. Cette distribution reflète un écosystème forestier hautement préservé dans la région centrale du Mexique.

Les principaux défis comprennent la pression touristique et le développement urbain limité (0,80%). Malgré sa taille relativement petite, le parc maintient une fonction importante en tant que réservoir de biodiversité et fournisseur de services écosystémiques, particulièrement dans la captation d'eau et la régulation climatique locale."
